Io X	Io Y
-5.152640363346812E11	-5.973595133634128E11
-4.842883980174204E11	-6.224570962388047E11
-4.516091885290285E11	-6.453700718451956E11
-4.1733521560842175E11	-6.660092659960491E11
-3.8157752290109576E11	-6.842861251415868E11
-3.4445006047908496E11	-7.001123833206664E11
-3.060704211372881E11	-7.133997868652727E11
-2.6656065163428418E11	-7.240598794503099E11
-2.260481484459295E11	-7.320038530159983E11
-1.8466664914813226E11	-7.371424737955352E11
-1.4255733213867255E11	-7.393860967203593E11
-9.987003873844562E10	-7.386447862752894E11
-5.676463266078257E10	-7.34828567865643E11
-1.3412512299762833E10	-7.278478414905966E11
3.0001708410646107E10	-7.176139989753978E11
7.327833578150603E10	-7.040402953613647E11
1.1620053998890912E11	-6.870430380910222E11
1.585321045579409E11	-6.665431790882502E11
2.0001498785565298E11	-6.424684138684329E11
2.4036672330594724E11	-6.147559117212594E11
2.7927771650198395E11	-5.833558317091029E11
3.1640853846947266E11	-5.482358107815722E11
3.5138737643315497E11	-5.0938663633432434E11
3.8380789370089484E11	-4.668293358955602E11
4.132278736147685E11	-4.206239205610249E11
4.391691854369483E11	-3.708799877390419E11
4.611198150108961E11	-3.177692968641949E11
4.785389390769235E11	-2.61540243083499E11
4.908662519736025E11	-2.0253381612932364E11
4.9753692232384125E11	-1.4120009144893716E11
4.980035521124806E11	-7.811355000692824E10
4.917661264946503E11	-1.3984580114699759E10
4.7840998298729254E11	5.033647751305203E10
4.576501374881788E11	1.1386706529881499E11
4.2937791400216693E11	1.755160872209665E11
3.937031691678192E11	2.3412609553055075E11
3.5098347604587164E11	2.8853322602036804E11
3.018317215232227E11	3.376394564633448E11
2.470965372748254E11	3.8048717415509534E11
1.8781560452084305E11	4.163235889633808E11
1.2514840051023306E11	4.446437529247122E11
6.0299797586710785E10	4.652057982467183E11
-5.552836418686713E9	4.780186182716342E11
-7.131891629681444E10	4.833079594919731E11
-1.3603494403698285E11	4.814699376077646E11
-1.9888535059338892E11	4.7302102195343396E11
-2.5920685003710718E11	4.5855142263768384E11
-3.1648089932192346E11	4.3868595576413025E11
-3.7031893592173694E11	4.140539048837171E11
-4.204442557229541E11	3.8526761141917975E11
-4.666732823073047E11	3.529085529735484E11
-5.0889793439630554E11	3.175193190317861E11
-5.470699806145984E11	2.795999299869208E11
-5.811877064061858E11	2.3960716627110013E11
-6.112848798761707E11	1.9795585384205353E11
-6.374218253773489E11	1.55021329192098E11
-6.596783295990758E11	1.1114253821753888E11
-6.781480823749957E11	6.66253980150856E10
-6.929343728884313E11	2.1746178088815285E10
-7.041468009535166E11	-2.3245246969731792E10
-7.118987984803147E11	-6.812235386567E10
-7.163057897703617E11	-1.1267917546763147E11
