Charon X	Charon Y
6.188382388724173E12	-1.1364207190300835E12
6.193854408065914E12	-1.1221834398748013E12
6.199423622771883E12	-1.1079043911799336E12
6.20492619289974E12	-1.0937319626407325E12
6.210326734941571E12	-1.0796303268225784E12
6.215640019879926E12	-1.0655629065664955E12
6.220877945231165E12	-1.0515110809564238E12
6.226048302480346E12	-1.0374638180095043E12
6.231156687000252E12	-1.023412772277338E12
6.236208096873245E12	-1.0093494976295497E12
6.241209031693945E12	-9.952624461801112E11
6.246172786241051E12	-9.81130995125401E11
6.251138512190024E12	-9.669115349222377E11
6.256202100004693E12	-9.525622107450251E11
6.261315285478409E12	-9.382382004869648E11
6.266337535196118E12	-9.240182462269911E11
6.271263024363204E12	-9.098558983317645E11
6.27610638713713E12	-8.957219125283881E11
6.280877884181144E12	-8.816010207229497E11
6.285584316523728E12	-8.674836347943082E11
6.290230745912848E12	-8.533620406977681E11
6.294821952204234E12	-8.392279740230463E11
6.299364579399791E12	-8.250696379162386E11
6.303872924262194E12	-8.108653903267244E11
6.308389875533778E12	-7.965696036029519E11
6.313010392281408E12	-7.821504404577905E11
6.31766517572378E12	-7.677730831373022E11
6.322226778127788E12	-7.534967891436886E11
6.326694048398698E12	-7.392756833003435E11
6.331081112747597E12	-7.250824902062704E11
6.335397724151515E12	-7.109028393455023E11
6.339650364695899E12	-6.967276374569344E11
6.343843852659496E12	-6.825495761434312E11
6.347982671461634E12	-6.683609167135731E11
6.352072845907135E12	-6.541508397448007E11
6.356126775362159E12	-6.398999940152208E11
6.360180445851038E12	-6.255676871816079E11
6.364325078312928E12	-6.111096205402051E11
6.368529018645085E12	-5.96665861716795E11
6.372648993465266E12	-5.823273737991533E11
6.376673797548993E12	-5.680506206777317E11
6.380617517926892E12	-5.538058092474567E11
6.384490386612822E12	-5.395775057491068E11
6.388299143178324E12	-5.253563224502834E11
6.392048632665293E12	-5.111351356628077E11
6.395743041768119E12	-4.969069386379499E11
6.399387346126391E12	-4.8266268808139557E11
6.402990474646286E12	-4.683874079747328E11
6.406575740459084E12	-4.540507837542567E11
6.410213477836566E12	-4.3959835026744977E11
6.41395505362999E12	-4.2508655399773584E11
6.41765168415093E12	-4.10674466322596E11
6.421251104564135E12	-3.9634165433693677E11
6.424765402761427E12	-3.820506624188685E11
6.428206335068465E12	-3.6778218683019965E11
6.431581637001162E12	-3.5352534304517303E11
6.434896606203123E12	-3.392726737452367E11
6.438155373353681E12	-3.250177192221341E11
6.44136202881699E12	-3.1075321479105145E11
6.444522412073179E12	-2.96468616978115E11
6.44764894522417E12	-2.8214476312878613E11
6.450777783803218E12	-2.6774151297034525E11
6.453997671670211E12	-2.532180918343949E11
6.457273698249116E12	-2.3871330706864716E11
6.460468103044916E12	-2.2431311384117603E11
6.463569985391481E12	-2.0997558831904324E11
6.466592816357911E12	-1.9567190080855533E11
6.469546483505136E12	-1.8138709343244373E11
6.472437498046401E12	-1.6711217776114807E11
6.47527046677073E12	-1.52840547797391E11
6.478049175562577E12	-1.385660558615621E11
6.480777677458765E12	-1.242813272995266E11
6.48346228224822E12	-1.0997510807693388E11
6.486117333297435E12	-9.562621541531166E10
6.488785698280098E12	-8.119068257998611E10
6.491555648303444E12	-6.664398045301753E10
6.494355740800934E12	-5.214444288274503E10
6.497068218813046E12	-3.774501897807951E10
6.499691372509072E12	-2.340323863349401E10
