Jupiter X	Jupiter Y
4.3048427947113684E11	-6.320482624293451E11
4.678306381431059E11	-6.021572043844595E11
5.033652680793877E11	-5.699373824605924E11
5.369340621236799E11	-5.35493931416509E11
5.683892002787354E11	-4.9894569564699646E11
5.975895344384031E11	-4.604198307577583E11
6.244011702359819E11	-4.200563899031638E11
6.48699317476891E11	-3.7800370676383545E11
6.703681255699994E11	-3.344211677901565E11
6.893023904004912E11	-2.894761828089142E11
7.05408070056937E11	-2.43345197221636E11
7.186027846529492E11	-1.9621165224324738E11
7.288174428718086E11	-1.482660392853622E11
7.359954509337078E11	-9.97041436051616E10
7.400951319192778E11	-5.072668085778739E10
7.410880365931687E11	-1.53756125815426E9
7.389616147142982E11	4.7656743761520164E10
7.337171124989016E11	9.664886416537843E10
7.25371928708195E11	1.4523142097206097E11
7.13957607209059E11	1.9319859288265887E11
6.995213673637408E11	2.403470215737223E11
6.821245766067906E11	2.864776231513354E11
6.618432960442402E11	3.313958064715594E11
6.387670073584307E11	3.749142685148507E11
6.129989520586271E11	4.1685171332055255E11
5.846538409929047E11	4.570369456166232E11
5.538596342291829E11	4.9530646035726733E11
5.2075292028906287E11	5.3150832871634216E11
4.854824930163262E11	5.655009002290891E11
4.482037455668889E11	5.97154208444877E11
4.090814268502956E11	6.263507006282957E11
3.682858400326838E11	6.529854180937621E11
3.2599389936093243E11	6.769657498713342E11
2.8238539268285297E11	6.982130343964921E11
2.376456044538746E11	7.166613129328156E11
1.9195999175543796E11	7.322576580443176E11
1.4551688003845514E11	7.449626808589741E11
9.850358779877542E10	7.547498239098309E11
5.110838446581266E10	7.616049848678641E11
3.5160089305654597E9	7.65526267581245E11
-4.4089374616328064E10	7.665242947331946E11
-9.15281492122481E10	7.646206793419823E11
-1.386229588411344E11	7.598483253482494E11
-1.8520267803944046E11	7.52250097945459E11
-2.3109961916312906E11	7.418796068326139E11
-2.761530207321442E11	7.28799148914419E11
-3.2020651817541406E11	7.130805394896525E11
-3.6311158206476776E11	6.948028715272463E11
-4.047249985664652E11	6.740538389215172E11
-4.449118642086829E11	6.509272307854557E11
-4.835431066437563E11	6.255244649980546E11
-5.20498202816979E11	5.979517548097285E11
-5.556629083332031E11	5.683219298710085E11
-5.889316760135305E11	5.3675141722721246E11
-6.202055707540675E11	5.033623677425682E11
