Ganymede X	Ganymede Y
-1.2584698250156133E11	-7.816851419651401E11
-7.87697922331809E10	-7.856610442477769E11
-3.1684623162995975E10	-7.859433332491158E11
1.4478578123387676E10	-7.83216491719361E11
5.995418675474795E10	-7.783971125808584E11
1.0533121942425179E11	-7.715481700175747E11
1.508646431643349E11	-7.623407455346587E11
1.9657034652813818E11	-7.503409395957711E11
2.4213937151197546E11	-7.34935776444462E11
2.865379753407598E11	-7.157470599026691E11
3.2872052771009424E11	-6.93679070323922E11
3.6905918870422736E11	-6.697708663020692E11
4.081834411755163E11	-6.440900915650104E11
4.46351809017886E11	-6.163306252404515E11
4.835567073926541E11	-5.860527918267373E11
5.193279512601242E11	-5.526962074003539E11
5.525657765596096E11	-5.162630602329033E11
5.82663974367116E11	-4.7776821865125684E11
6.099840093910099E11	-4.379581411757625E11
6.348909012878745E11	-3.969838512528386E11
6.575932243324159E11	-3.548142155820835E11
6.781758709693505E11	-3.113136120598518E11
6.965514657533904E11	-2.6621040897803195E11
7.122240712791754E11	-2.1923413487953375E11
7.243592141963608E11	-1.7070330965560916E11
7.326802851424863E11	-1.2155904862971596E11
7.375502656901284E11	-7.245984606887288E10
7.393720824142065E11	-2.36519472540255E10
7.384837836812594E11	2.482291503171591E10
7.351128016538962E11	7.311651698846515E10
7.29192542286099E11	1.2155813233682832E11
7.201755802956648E11	1.7026454483538733E11
7.075216006309644E11	2.1869447925174258E11
6.912639697539169E11	2.6608635479222052E11
6.717644109930065E11	3.119539804931785E11
6.493934541597762E11	3.560670933301139E11
6.244604459805206E11	3.982948936563888E11
5.972864483065056E11	4.3858673745894666E11
5.681762327530486E11	4.770676429053819E11
5.37136928396521E11	5.1409171223227E11
5.0369388331375824E11	5.497050615688423E11
4.675596475315739E11	5.83329890553758E11
4.2899416192845184E11	6.143622400669965E11
3.884316435784023E11	6.42520321314946E11
3.4626335910462946E11	6.67688438230696E11
3.028405137243509E11	6.89825296595143E11
2.5851076076999377E11	7.089377280694628E11
2.1362874656263608E11	7.251981193261322E11
1.6833927620930295E11	7.389452302017684E11
1.22432078272215E11	7.503915731184286E11
7.567443406537015E10	7.593249027810616E11
2.816108642745133E10	7.65376569235219E11
-1.9796984654526794E10	7.683066870850808E11
-6.784900995704009E10	7.680377401706837E11
-1.15670115147914E11	7.645804046002418E11
-1.6296155841907892E11	7.579918297530262E11
-2.0941725340318185E11	7.483773378025488E11
-2.5474225883869925E11	7.35937495515711E11
-2.987531815018505E11	7.209987906784377E11
-3.414955866307797E11	7.038701872412197E11
-3.831371271978463E11	6.846328406887875E11
-4.237168417152913E11	6.631625887557664E11
-4.630828895582311E11	6.393740789193898E11
-5.01039778972031E11	6.1327737658164E11
-5.374103505575034E11	5.849411128972805E11
-5.720362343136813E11	5.544492505964036E11
-6.047642757600393E11	5.218922351532112E11
-6.354380453352087E11	4.8736469786721844E11
-6.638672842387853E11	4.5098411344051245E11
-6.89837972068505E11	4.129583698155221E11
-7.132264484629186E11	3.735970291393068E11
-7.340739710503372E11	3.3320211683659314E11
-7.524448801723594E11	2.919298826066342E11
-7.683846527045062E11	2.4989419499086264E11
-7.818997643040233E11	2.0719960536328958E11
-7.929981029871135E11	1.639457995040621E11
-8.016811809353087E11	1.2021646999266876E11
-8.079236966945243E11	7.608778909611137E10
-8.116818640016053E11	3.1663029995166485E10
-8.129228075707391E11	-1.2919449153888248E10
-8.116342656273438E11	-5.751939648569393E10
-8.078151186735349E11	-1.0200083813323824E11
