Callisto X	Callisto Y
2.814487967174011E10	7.663068427862915E11
-2.058816327491619E10	7.654263735582101E11
-6.89264738548144E10	7.683650570048608E11
-1.1357141729532986E11	7.627109964653375E11
-1.63882741711043E11	7.568287928018931E11
-2.070875758635297E11	7.495176360276368E11
-2.5395256917004453E11	7.345732334206202E11
-2.991203244252328E11	7.23602397021153E11
-3.401451293357118E11	7.040731916682637E11
-3.858494145757688E11	6.852792165296462E11
-4.2343712409834576E11	6.644785000647861E11
-4.6489404267559314E11	6.373411259174282E11
-5.0252011353840955E11	6.14316297908179E11
-5.36680084069628E11	5.827668098634043E11
-5.741585332484419E11	5.5338468887909E11
-6.03044067988456E11	5.2166180003682355E11
-6.355461324001167E11	4.8471247417583185E11
-6.631529118533041E11	4.522718186263039E11
-6.874977697702704E11	4.1169977990720184E11
-7.141380396917396E11	3.746826211525015E11
-7.319250944730758E11	3.3487235148565875E11
-7.534400442647109E11	2.914988993995648E11
-7.68912839083639E11	2.5278720530902316E11
-7.816020060750857E11	2.0663337849042773E11
-7.958635019627275E11	1.6510039603399744E11
-8.011909232795701E11	1.208442982140576E11
-8.104068840774645E11	7.449162133467015E10
-8.125952864286124E11	3.294362333830486E10
-8.130239896652307E11	-1.530128656934553E10
-8.140142232270553E11	-5.762696906990194E10
-8.064936867514211E11	-1.0283444101065657E11
-8.030048736843989E11	-1.486180086682852E11
-7.91931031810965E11	-1.8945648371148642E11
-7.800645051065132E11	-2.361467454927752E11
-7.679773994927644E11	-2.75789674870152E11
-7.480714562000182E11	-3.184732276036788E11
-7.32391572170569E11	-3.601376625201332E11
-7.089243614527242E11	-3.968116514868959E11
-6.855108442760737E11	-4.3847148133709674E11
-6.615374138591177E11	-4.722160647331685E11
-6.30504526929185E11	-5.089454815415555E11
-6.04007802268743E11	-5.4326052153929724E11
-5.697358131390642E11	-5.726265427432296E11
-5.364735534043498E11	-6.060925692924315E11
-5.02611121458236E11	-6.309979733475225E11
-4.6248863710199207E11	-6.587199255205603E11
-4.273549429252882E11	-6.828871930685314E11
-3.846581628484147E11	-7.022287004003647E11
-3.4415097963177075E11	-7.248377978453865E11
-3.0298733069926074E11	-7.383854013316409E11
-2.56632245491827E11	-7.546742851825846E11
-2.1580084812054733E11	-7.664647844699547E11
-1.6779577657704706E11	-7.737004552228774E11
-1.2336048356260057E11	-7.834366046384752E11
-7.812741136653618E10	-7.838118240983497E11
-2.9136786003632565E10	-7.871162297694333E11
1.382589160540918E10	-7.849965981165586E11
6.338234509726949E10	-7.78917601839536E11
1.079191590430416E11	-7.746542034510167E11
1.533452866280341E11	-7.610466104605151E11
2.0088432834617355E11	-7.507418365934098E11
2.4196316277121375E11	-7.342837522434977E11
