Europa X	Europa Y
2.5959982375206625E11	7.09553701020401E11
2.1504313222956247E11	7.255737363559796E11
1.6786801848220923E11	7.395581363848363E11
1.2154016626117415E11	7.518404975189192E11
7.514842320932538E10	7.592613640422677E11
2.657406653417748E10	7.643271418807856E11
-2.078363024291841E10	7.678694354568751E11
-6.738530770506377E10	7.666235007511638E11
-1.1570014666193373E11	7.628416243541216E11
-1.624426391652441E11	7.577458029677264E11
-2.076624705668879E11	7.481371902917941E11
-2.5408002800716132E11	7.35775683702325E11
-2.988128609470711E11	7.224301777229996E11
-3.4116212332532135E11	7.051215280288269E11
-3.841082874522696E11	6.847046144268772E11
-4.255590359460749E11	6.636592678289817E11
-4.6387872917886426E11	6.395910761688895E11
-5.018102775661345E11	6.119696274091091E11
-5.3882694064694025E11	5.838537916118458E11
-5.722243207409813E11	5.539282350612694E11
-6.04020212322677E11	5.2041602009370465E11
-6.353791253917524E11	4.86050624901815E11
-6.630723189542421E11	4.5115392933699756E11
-6.8811667777271E11	4.130219135860142E11
-7.12753558072282E11	3.736996635371231E11
-7.339791398239478E11	3.348053052087768E11
-7.518261571863862E11	2.9319364348936017E11
-7.69125787724928E11	2.5037108175611383E11
-7.832364901083911E11	2.0860841605688745E11
-7.935326369574154E11	1.6472179241032684E11
-8.031681188003657E11	1.1976592330289932E11
-8.097392116931941E11	7.6390645300993E10
-8.122981934858175E11	3.1454515866655403E10
-8.140537671941797E11	-1.431375692508191E10
-8.130194130199597E11	-5.80458315497146E10
-8.078137514091527E11	-1.026657861039679E11
-8.016213567436506E11	-1.4799165334825388E11
-7.93135057599346E11	-1.9092026169546332E11
-7.803947566572869E11	-2.3380435977137683E11
-7.662194794650632E11	-2.773848754621566E11
-7.506311785162396E11	-3.18535751997123E11
-7.309000366687383E11	-3.5834417811948175E11
-7.090196917889475E11	-3.9871803897099475E11
-6.865128937008005E11	-4.371377160164198E11
-6.605877588755658E11	-4.7282965426380206E11
-6.317337292310591E11	-5.0863912379637146E11
-6.02635097216309E11	-5.4299933845648035E11
-5.71152494139184E11	-5.738078637327427E11
-5.3630915095488116E11	-6.04001587363761E11
-5.014596824643829E11	-6.33002694556066E11
-4.6499656786030975E11	-6.580418257299999E11
-4.2519539065885284E11	-6.818158386855614E11
-3.8569124893377563E11	-7.044189129966417E11
-3.4505695363122705E11	-7.227173399036956E11
-3.014200204188452E11	-7.394521462609563E11
-2.584568554512105E11	-7.548269749909403E11
-2.147679470571096E11	-7.656615526968481E11
-1.685115345007947E11	-7.747124901609069E11
-1.2334560499645624E11	-7.822629207570295E11
-7.79223252285889E10	-7.851228626539003E11
-3.044109210184016E10	-7.859642463853313E11
1.579085889790401E10	-7.853204134814819E11
6.129305074563932E10	-7.801777217553696E11
1.0842691660401596E11	-7.722510533526492E11
1.5450335845668295E11	-7.631647699240681E11
1.9869326151837888E11	-7.503102390786802E11
2.4354915203554108E11	-7.335761354085945E11
2.879831595850851E11	-7.158700344677169E11
